SUITE,TIME,INITIAL,TIME-INITIAL,TIME-INITIAL-TOOK1,ENSEMBLE,RESOLUTION,NODES,JOB_SUBMIT_TIME,JOB_INIT_TIME,JOB_EXIT_TIME,JOB_STATUS,JOB_ID,JOB_PID,TOOK,PROCX,PROCY,XIOS_NPROC
final-total-all-suites.csv,,,,,,,,,,,,,,,,,
mean,,,,,,,,,,,,,,,,,
ms,,,,,,,,,,,,,,,,,
n1280,,,,,,,,,,,,,,,,,
n216-ens,,,,,,,,,,,,,,,,,
n216-paper,,,,,,,,,,,,,,,,,
n512-ens,,,,,,,,,,,,,,,,,
n512-paper,,,,,,,,,,,,,,,,,
n96-ens,,,,,,,,,,,,,,,,,
n96-paper,,,,,,,,,,,,,,,,,
old-xml-scripts,,,,,,,,,,,,,,,,,
paper-pack,,,,,,,,,,,,,,,,,
scripts,,,,,,,,,,,,,,,,,
server,,,,,,,,,,,,,,,,,
stdev,,,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,
total,,,,,,,,,,,,,,,,,
u-ch427-n512-paper-v2-13, 5885.255 ,224.75,,,13,,405,2022-08-23T04:08:38Z,2022-08-23T18:56:18Z,2022-08-23T20:38:00Z,SUCCEEDED,2215959,197241,69.389,40,32,30
u-ch427-n512-paper-v2-14, 5906.679 ,231.51,,,14,,435,2022-08-19T00:06:59Z,2022-08-19T02:13:47Z,2022-08-19T03:55:57Z,SUCCEEDED,2200645,239438,41.777,40,32,30
u-ch427-n512-paper-v2-15, 5737.423 ,260.06,,,15,,465,2022-08-19T00:07:13Z,2022-08-19T03:58:30Z,2022-08-19T05:38:14Z,SUCCEEDED,2200646,161278,40.652,40,32,30
u-ch427-n512-paper-v2-16, 5798.919 ,255.20,,,16,,495,2022-08-19T00:07:20Z,2022-08-19T00:16:12Z,2022-08-19T01:57:02Z,SUCCEEDED,2200647,156088,49.783,40,32,30
u-ch427-n512-paper-v2-17, 5837.707 ,260.42,,,17,,525,2022-08-23T04:16:07Z,2022-08-23T19:13:45Z,2022-08-23T20:55:39Z,SUCCEEDED,2216025,193337,54.959,40,32,30
u-ch427-n512-paper-v2-18, 5922.443 ,267.71,,,18,,555,2022-08-23T04:16:28Z,2022-08-23T16:52:47Z,2022-08-23T18:36:17Z,SUCCEEDED,2216026,103472,43.290,40,32,30
u-ch427-n512-paper-v2-19, 5900.664 ,279.54,,,19,,585,2022-08-23T04:16:47Z,2022-08-23T14:59:40Z,2022-08-23T16:43:14Z,SUCCEEDED,2216027,27926,42.995,40,32,30
u-ch427-n512-paper-v2-20, 5890.999 ,290.27,,,20,,615,2022-08-23T08:28:25Z,2022-08-25T04:16:43Z,2022-08-25T06:00:44Z,SUCCEEDED,2216716,215117,42.059,40,32,30
u-ch427-n512-paper-v2-21, 5961.787 ,295.87,,,21,,645,2022-08-23T08:28:49Z,2022-08-25T00:26:56Z,2022-08-25T02:12:35Z,SUCCEEDED,2216717,44946,61.472,40,32,30
u-ch427-n512-paper-v2-22, 5920.938 ,317.66,,,22,,675,2022-08-23T08:29:08Z,2022-08-24T18:54:36Z,2022-08-24T20:39:33Z,SUCCEEDED,2216720,251059,77.004,40,32,30
u-ch427-n512-paper-v2-23, 5977.462 ,334.14,,,23,,705,2022-08-23T08:29:26Z,2022-08-24T20:40:34Z,2022-08-24T22:26:56Z,SUCCEEDED,2216735,64449,77.479,40,32,30
u-ch427-n512-paper-v2-24, 5906.068 ,320.15,,,24,,735,2022-08-23T08:29:54Z,2022-08-24T17:07:32Z,2022-08-24T18:53:11Z,SUCCEEDED,2216738,234414,68.327,40,32,30
u-ch427-n512-paper-v2-25, 6032.271 ,330.55,,,25,,765,2022-08-23T08:30:20Z,2022-08-24T07:15:01Z,2022-08-24T09:02:29Z,SUCCEEDED,2216741,184437,51.924,40,32,30
u-ch427-n512-paper-v2-26, 6103.598 ,346.61,,,26,,795,2022-08-23T11:35:47Z,2022-08-25T06:18:18Z,2022-08-25T08:07:22Z,SUCCEEDED,2218331,142453,71.975,40,32,30
u-ch427-n512-paper-v2-27, 6118.137 ,368.30,,,27,,825,2022-08-23T14:36:08Z,2022-08-25T12:13:59Z,2022-08-25T14:03:21Z,SUCCEEDED,2219617,211386,63.063,40,32,30
u-ch427-n512-paper-v2-28, 6111.707 ,357.82,,,28,,855,2022-08-23T08:31:34Z,2022-08-24T05:24:18Z,2022-08-24T07:14:04Z,SUCCEEDED,2216744,108803,58.359,40,32,30
u-ch427-n512-paper-v2-29, 6232.247 ,387.42,,,29,,885,2022-08-27T01:25:31Z,2022-08-27T06:18:24Z,2022-08-27T08:10:04Z,SUCCEEDED,2236643,211326,69.988,40,32,30
u-ch427-n512-paper-v2-30, 6224.639 ,368.59,,,30,,915,2022-08-27T01:26:00Z,2022-08-27T08:10:46Z,2022-08-27T10:02:43Z,SUCCEEDED,2236645,26423,61.250,40,32,30
u-ch427-n512-start-paper-00, 4712.764 ,90.11,,,0,,45,2022-06-26T22:19:54Z,2022-06-27T01:35:57Z,2022-06-27T02:54:49Z,SUCCEEDED,1918451,125303,31.626,40,32,30
u-ch427-n512-start-paper-01, 5433.672 ,105.66,,,1,,45,2022-06-22T00:33:18Z,2022-06-22T00:54:10Z,2022-06-22T02:25:29Z,SUCCEEDED,1890934,110306,37.143,40,32,30
u-ch427-n512-start-paper-02, 5451.687 ,118.62,,,2,,75,2022-06-22T00:33:37Z,2022-06-22T01:22:51Z,2022-06-22T02:54:34Z,SUCCEEDED,1890941,84415,47.437,40,32,30
u-ch427-n512-start-paper-03, 5398.747 ,127.50,,,3,,105,2022-06-22T00:34:02Z,2022-06-22T01:14:13Z,2022-06-22T02:45:08Z,SUCCEEDED,1890947,202951,43.418,40,32,30
u-ch427-n512-start-paper-04, 5467.031 ,140.22,,,4,,135,2022-06-22T00:34:20Z,2022-06-22T07:15:17Z,2022-06-22T08:47:43Z,SUCCEEDED,1890950,85902,36.872,40,32,30
u-ch427-n512-start-paper-05, 5694.591 ,155.88,,,5,,165,2022-06-22T00:34:46Z,2022-06-22T09:22:33Z,2022-06-22T10:58:52Z,SUCCEEDED,1890956,230604,38.510,40,32,30
u-ch427-n512-start-paper-06, 5704.494 ,158.26,,,6,,195,2022-06-22T00:35:10Z,2022-06-22T01:48:13Z,2022-06-22T03:25:04Z,SUCCEEDED,1890963,44430,38.298,40,32,30
u-ch427-n512-start-paper-07, 5746.163 ,167.63,,,7,,225,2022-06-23T01:42:59Z,2022-06-23T04:35:12Z,2022-06-23T06:12:50Z,SUCCEEDED,1897840,113003,52.598,40,32,30
u-ch427-n512-start-paper-08, 5595.767 ,180.63,,,8,,255,2022-06-22T00:36:27Z,2022-06-22T01:56:49Z,2022-06-22T03:32:20Z,SUCCEEDED,1890979,117230,43.565,40,32,30
u-ch427-n512-start-paper-09, 5720.803 ,196.28,,,9,,285,2022-06-22T00:37:02Z,2022-06-22T16:03:41Z,2022-06-22T17:41:42Z,SUCCEEDED,1890982,100329,65.544,40,32,30
u-ch427-n512-start-paper-10, 5581.673 ,194.58,,,10,,315,2022-07-31T10:22:06Z,2022-07-31T10:22:15Z,2022-07-31T11:58:03Z,SUCCEEDED,2111594,236112,39.207,40,32,30
u-ch427-n512-start-paper-10of-ens10,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-ens20,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-ens30,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-v2-10,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-v2-20,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-v2-30,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-v2-ens10,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-v2-ens20,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-10of-v2-ens30,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-11, 5722.088 ,219.05,,,11,,345,2022-06-22T00:37:54Z,2022-06-22T13:35:37Z,2022-06-22T15:13:48Z,SUCCEEDED,1890992,125706,41.312,40,32,30
u-ch427-n512-start-paper-12, 5756.058 ,231.48,,,12,,375,2022-06-22T00:38:07Z,2022-06-22T11:55:24Z,2022-06-22T13:34:34Z,SUCCEEDED,1890994,54074,74.445,40,32,30
u-ch427-n512-start-paper-13, 5859.400 ,239.82,,,13,,405,2022-06-22T00:38:34Z,2022-06-22T13:20:25Z,2022-06-22T15:01:42Z,SUCCEEDED,1890996,178886,85.298,40,32,30
u-ch427-n512-start-paper-14, 5943.774 ,267.57,,,14,,435,2022-06-22T00:38:57Z,2022-06-22T11:30:53Z,2022-06-22T13:13:39Z,SUCCEEDED,1890997,104389,90.598,40,32,30
u-ch427-n512-start-paper-15, 6077.746 ,395.32,,,15,,465,2022-06-23T01:42:06Z,2022-06-23T02:51:57Z,2022-06-23T04:36:44Z,SUCCEEDED,1897837,6813,67.529,40,32,30
u-ch427-n512-start-paper-16, 5805.200 ,273.18,,,16,,495,2022-06-22T00:39:57Z,2022-06-22T08:48:04Z,2022-06-22T10:29:02Z,SUCCEEDED,1891001,62637,72.030,40,32,30
u-ch427-n512-start-paper-17, 5954.024 ,412.87,,,17,,525,2022-06-22T04:51:48Z,2022-06-23T02:50:39Z,2022-06-23T04:34:35Z,SUCCEEDED,1891372,39092,50.127,40,32,30
u-ch427-n512-start-paper-18, 5865.519 ,287.71,,,18,,555,2022-06-22T04:52:23Z,2022-06-23T01:07:18Z,2022-06-23T02:50:06Z,SUCCEEDED,1891374,167129,41.285,40,32,30
u-ch427-n512-start-paper-19, 5900.263 ,301.65,,,19,,585,2022-06-22T04:52:53Z,2022-06-22T23:22:57Z,2022-06-23T01:06:36Z,SUCCEEDED,1891375,93144,41.770,40,32,30
u-ch427-n512-start-paper-20, 5874.903 ,305.32,,,20,,615,2022-06-22T07:53:44Z,2022-06-23T04:37:39Z,2022-06-23T06:21:35Z,SUCCEEDED,1891967,184735,41.785,40,32,30
u-ch427-n512-start-paper-20-030-02, 5988.574 ,289.98,,,20,,615,2022-10-22T22:14:47Z,2022-10-23T06:56:18Z,2022-10-23T08:41:29Z,SUCCEEDED,2495492,162536,58.274,40,32,30
u-ch427-n512-start-paper-20-060-02, 5906.018 ,312.50,,,20,,630,2022-10-17T00:32:53Z,2022-10-19T00:29:10Z,2022-10-19T02:12:49Z,SUCCEEDED,2459269,156406,46.853,40,32,60
u-ch427-n512-start-paper-20-090-02, 5906.400 ,320.24,,,20,,645,2022-10-17T00:33:04Z,2022-10-18T06:51:00Z,2022-10-18T08:34:52Z,SUCCEEDED,2459270,90535,63.396,40,32,90
u-ch427-n512-start-paper-20-120-02, 5901.769 ,342.28,,,20,,660,2022-10-17T00:33:15Z,2022-10-17T06:56:17Z,2022-10-17T08:39:44Z,SUCCEEDED,2459271,61036,49.849,40,32,120
u-ch427-n512-start-paper-20-150-02, 5873.966 ,364.13,,,20,,675,2022-10-17T00:33:31Z,2022-10-18T03:53:40Z,2022-10-18T05:37:11Z,SUCCEEDED,2459272,52128,48.147,40,32,150
u-ch427-n512-start-paper-20-210-02, 5928.971 ,364.42,,,20,,705,2022-10-17T00:33:47Z,2022-10-17T12:02:12Z,2022-10-17T13:46:21Z,SUCCEEDED,2459274,143074,61.139,40,32,210
u-ch427-n512-start-paper-20-240-02, 6118.284 ,502.58,,,20,,720,2022-10-17T00:33:56Z,2022-10-17T05:07:52Z,2022-10-17T06:55:17Z,SUCCEEDED,2459275,233550,43.708,40,32,240
u-ch427-n512-start-paper-20-270-02, 5951.331 ,404.94,,,20,,735,2022-10-24T14:25:22Z,2022-10-24T16:45:22Z,2022-10-24T18:29:16Z,SUCCEEDED,2502679,12269,43.062,40,32,270
u-ch427-n512-start-paper-20-300-02, 6071.723 ,416.71,,,20,,750,2022-10-22T22:14:57Z,2022-10-23T02:57:54Z,2022-10-23T04:43:51Z,SUCCEEDED,2495494,31404,56.572,40,32,300
u-ch427-n512-start-paper-20-330-02, 6118.136 ,434.65,,,20,,765,2022-10-17T00:34:44Z,2022-10-17T00:49:34Z,2022-10-17T02:36:41Z,SUCCEEDED,2459278,203560,59.234,40,32,330
u-ch427-n512-start-paper-20-360-02, 5978.319 ,447.72,,,20,,780,2022-10-22T22:16:06Z,2022-10-23T04:44:08Z,2022-10-23T06:28:32Z,SUCCEEDED,2495531,105310,48.166,40,32,360
u-ch427-n512-start-paper-20-390-02, 6046.213 ,475.85,,,20,,795,2022-10-17T00:35:12Z,2022-10-17T02:50:54Z,2022-10-17T04:36:54Z,SUCCEEDED,2459284,13392,74.687,40,32,390
u-ch427-n512-start-paper-20-420-02, 6026.703 ,479.51,,,20,,810,2022-10-22T22:14:40Z,2022-10-23T01:11:56Z,2022-10-23T02:57:32Z,SUCCEEDED,2495490,62085,65.375,40,32,420
u-ch427-n512-start-paper-21, 5981.747 ,295.00,,,21,,645,2022-06-22T07:54:10Z,2022-06-23T06:21:55Z,2022-06-23T08:07:51Z,SUCCEEDED,1891970,223492,64.602,40,32,30
u-ch427-n512-start-paper-22, 5941.439 ,307.32,,,22,,675,2022-06-22T10:54:37Z,2022-06-23T11:58:15Z,2022-06-23T13:43:40Z,SUCCEEDED,1892993,103218,42.157,40,32,30
u-ch427-n512-start-paper-23, 5863.304 ,320.99,,,23,,705,2022-06-22T10:55:06Z,2022-06-23T09:59:16Z,2022-06-23T11:43:57Z,SUCCEEDED,1892998,114175,44.910,40,32,30
u-ch427-n512-start-paper-24, 5959.901 ,327.16,,,24,,735,2022-06-23T23:59:00Z,2022-06-25T19:46:21Z,2022-06-25T21:32:11Z,SUCCEEDED,1905215,162001,52.964,40,32,30
u-ch427-n512-start-paper-25, 5966.023 ,350.88,,,25,,765,2022-06-24T13:06:46Z,2022-06-25T23:00:50Z,2022-06-26T00:47:04Z,SUCCEEDED,1907930,258452,55.072,40,32,30
u-ch427-n512-start-paper-26, 6089.615 ,370.69,,,26,,795,2022-06-24T13:06:54Z,2022-07-01T04:19:36Z,2022-07-01T06:08:11Z,SUCCEEDED,1907931,12193,70.447,40,32,30
u-ch427-n512-start-paper-27, 6055.008 ,350.92,,,27,,825,2022-06-22T18:46:45Z,2022-06-23T13:44:14Z,2022-06-23T15:32:51Z,SUCCEEDED,1896191,65562,57.868,40,32,30
u-ch427-n512-start-paper-28, 6115.463 ,377.98,,,28,,855,2022-06-23T23:58:06Z,2022-06-29T05:51:53Z,2022-06-29T07:41:05Z,SUCCEEDED,1905214,77188,42.655,40,32,30
u-ch427-n512-start-paper-29, 6031.446 ,362.72,,,29,,885,2022-06-22T23:13:38Z,2022-06-26T04:26:18Z,2022-06-26T06:14:21Z,SUCCEEDED,1897450,116293,43.638,40,32,30
u-ch427-n512-start-paper-30, 6035.883 ,379.77,,,30,,915,2022-06-22T10:59:07Z,2022-06-23T08:08:41Z,2022-06-23T09:57:27Z,SUCCEEDED,1893024,38196,41.518,40,32,30
u-ch427-n512-start-paper-30-45-02,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-30-90-02,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-30-no-io,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-30-no-io-no-files,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-ms-00, 4798.022 ,94.42,,,0,,45,2022-07-03T23:52:32Z,2022-07-04T00:03:06Z,2022-07-04T01:23:27Z,SUCCEEDED,1954367,228661,33.088,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-00, 4572.771 ,90.80,,,0,,45,2022-06-24T22:57:31Z,2022-06-24T23:02:14Z,2022-06-25T00:18:47Z,SUCCEEDED,1910019,163668,31.004,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-01, 5494.502 ,105.27,,,1,,45,2022-06-27T01:50:01Z,2022-06-27T02:37:52Z,2022-06-27T04:10:24Z,SUCCEEDED,1919121,119394,38.458,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-02, 5384.208 ,120.24,,,2,,75,2022-06-24T22:58:25Z,2022-06-24T23:04:55Z,2022-06-25T00:35:55Z,SUCCEEDED,1910026,145929,37.512,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-03, 5376.855 ,132.56,,,3,,105,2022-06-25T03:10:16Z,2022-06-25T04:40:03Z,2022-06-25T06:11:04Z,SUCCEEDED,1910815,133875,38.700,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-04, 5700.371 ,143.43,,,4,,135,2022-06-25T03:10:31Z,2022-06-25T04:48:04Z,2022-06-25T06:24:49Z,SUCCEEDED,1910817,61204,44.498,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-05, 5693.968 ,152.24,,,5,,165,2022-06-25T00:30:22Z,2022-06-25T00:37:20Z,2022-06-25T02:14:07Z,SUCCEEDED,1910326,48801,39.681,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-06, 5745.389 ,229.99,,,6,,195,2022-06-25T03:11:44Z,2022-06-25T04:21:31Z,2022-06-25T05:59:33Z,SUCCEEDED,1910822,228123,61.456,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-07, 5812.724 ,233.54,,,7,,225,2022-06-25T00:37:12Z,2022-06-25T04:21:31Z,2022-06-25T06:00:48Z,SUCCEEDED,1910344,49934,57.445,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-08, 5773.975 ,189.87,,,8,,255,2022-06-25T00:38:01Z,2022-06-25T03:08:34Z,2022-06-25T04:47:33Z,SUCCEEDED,1910348,7370,45.532,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-09, 5834.195 ,200.39,,,9,,285,2022-06-26T00:34:16Z,2022-06-27T04:23:15Z,2022-06-27T06:03:42Z,SUCCEEDED,1914514,106338,69.428,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-10, 5773.059 ,206.50,,,10,,315,2022-06-26T01:15:51Z,2022-06-27T04:46:33Z,2022-06-27T06:26:22Z,SUCCEEDED,1914644,187561,44.848,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-20, 6460.588 ,317.60,,,20,,615,2022-06-26T01:46:17Z,2022-06-26T14:12:53Z,2022-06-26T16:06:37Z,SUCCEEDED,1914740,15611,76.416,40,32,30
u-ch427-n512-start-paper-ms-x0-prec-30, 6519.332 ,383.30,,,30,,915,2022-06-26T01:46:33Z,2022-07-01T06:41:07Z,2022-07-01T08:38:58Z,SUCCEEDED,1914741,49764,91.782,40,32,30
u-ch427-n512-start-paper-prec-00, 4705.731 ,91.92,,,0,,45,2022-06-26T22:26:13Z,2022-06-27T01:40:43Z,2022-06-27T02:59:31Z,SUCCEEDED,1918579,243659,32.049,40,32,30
u-ch427-n512-start-paper-v2-10,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-20,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30-1920-16,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30-240-02,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30-3840-32,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30-480-04,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30-7680-64,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-v2-30-960-08,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-00, 4645.398 ,91.71,,,0,,45,2022-07-02T21:38:58Z,2022-07-03T02:13:57Z,2022-07-03T03:31:48Z,SUCCEEDED,1949682,89013,31.595,40,32,30
u-ch427-n512-start-paper-x0-01, 5559.363 ,107.37,,,1,,45,2022-06-22T02:29:42Z,2022-06-22T05:43:51Z,2022-06-22T07:18:04Z,SUCCEEDED,1891208,122633,43.956,40,32,30
u-ch427-n512-start-paper-x0-02, 5530.292 ,120.87,,,2,,75,2022-06-22T03:00:13Z,2022-06-22T06:12:37Z,2022-06-22T07:46:21Z,SUCCEEDED,1891249,217930,52.146,40,32,30
u-ch427-n512-start-paper-x0-03, 5542.411 ,130.27,,,3,,105,2022-06-22T03:01:02Z,2022-06-22T06:57:15Z,2022-06-22T08:31:17Z,SUCCEEDED,1891253,142109,52.579,40,32,30
u-ch427-n512-start-paper-x0-04, 5504.882 ,142.46,,,4,,135,2022-06-22T09:01:31Z,2022-06-22T14:32:44Z,2022-06-22T16:06:28Z,SUCCEEDED,1892255,19968,39.176,40,32,30
u-ch427-n512-start-paper-x0-05, 5561.103 ,148.18,,,5,,165,2022-06-22T09:02:14Z,2022-06-22T20:52:06Z,2022-06-22T22:27:11Z,SUCCEEDED,1892257,27484,48.304,40,32,30
u-ch427-n512-start-paper-x0-06, 5652.867 ,171.19,,,6,,195,2022-06-22T09:02:53Z,2022-06-22T12:31:13Z,2022-06-22T14:07:57Z,SUCCEEDED,1892262,58466,56.625,40,32,30
u-ch427-n512-start-paper-x0-07, 5669.923 ,170.05,,,7,,225,2022-06-27T12:12:10Z,2022-06-28T04:04:22Z,2022-06-28T05:41:24Z,SUCCEEDED,1922040,179922,38.991,40,32,30
u-ch427-n512-start-paper-x0-08, 5725.969 ,182.13,,,8,,255,2022-06-27T12:12:20Z,2022-06-29T01:40:58Z,2022-06-29T03:19:22Z,SUCCEEDED,1922043,120662,41.740,40,32,30
u-ch427-n512-start-paper-x0-09, 5645.796 ,188.55,,,9,,285,2022-06-22T15:06:16Z,2022-06-23T01:14:01Z,2022-06-23T02:51:25Z,SUCCEEDED,1894686,116391,44.529,40,32,30
u-ch427-n512-start-paper-x0-10, 5863.511 ,198.29,,,10,,315,2022-06-27T12:17:39Z,2022-06-29T04:08:47Z,2022-06-29T05:49:59Z,SUCCEEDED,1922061,48018,64.829,40,32,30
u-ch427-n512-start-paper-x0-11, 5860.848 ,205.97,,,11,,345,2022-06-22T15:08:30Z,2022-06-22T21:27:20Z,2022-06-22T23:08:29Z,SUCCEEDED,1894699,81796,42.667,40,32,30
u-ch427-n512-start-paper-x0-12,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-13,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-14,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-15,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-16,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-17,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-18,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-19,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-20, 5860.776 ,300.92,,,20,,615,2022-07-01T22:23:53Z,2022-07-03T04:04:53Z,2022-07-03T05:48:18Z,SUCCEEDED,1945336,103642,72.540,40,32,30
u-ch427-n512-start-paper-x0-21,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-22,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-23,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-24,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-25,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-26,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-27,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-28,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-29,,,,,,,,,,,,,,,,,
u-ch427-n512-start-paper-x0-30, 6110.529 ,389.45,,,30,,915,2022-07-01T22:29:16Z,2022-07-01T23:46:50Z,2022-07-02T01:37:15Z,SUCCEEDED,1945355,130119,74.943,40,32,30
u-ch427-n512-start-paper-x0-prec-00, 4496.882 ,92.24,,,0,,45,2022-06-26T23:38:16Z,2022-06-27T02:31:58Z,2022-06-27T03:47:16Z,SUCCEEDED,1918846,35711,29.981,40,32,30
u-ch427-n512-template-start-00, 4979.903 ,135.44,,,1,,38,2022-02-14T20:27:16Z,2022-02-14T20:34:03Z,2022-02-14T21:58:00Z,SUCCEEDED,1116069,151352,33.475,40,32,16
u-ch427-n512-template-start-all, 5066.279 ,137.82,,,1,,38,2022-02-19T15:31:09Z,2022-02-19T15:36:36Z,2022-02-19T17:02:08Z,SUCCEEDED,1136224,101288,35.072,40,32,16
u-ch427-n512-template-start-all2, 5202.099 ,138.96,,,1,,38,2022-02-25T17:23:20Z,2022-02-25T17:23:49Z,2022-02-25T18:51:43Z,SUCCEEDED,1160064,121902,36.504,40,32,16
u-ch427-n512-template-start-paper, 5474.444 ,125.79,,,2,,75,2022-06-20T22:54:06Z,2022-06-21T00:10:03Z,2022-06-21T01:42:10Z,SUCCEEDED,1878934,162905,38.380,40,32,30
u-ch427-n512-template-start-paper-00, 5576.717 ,117.13,,,2,,75,2022-06-14T13:53:51Z,2022-06-14T13:54:13Z,2022-06-14T15:28:05Z,SUCCEEDED,1819462,49663,76.790,40,32,30
u-ch427-n512-template-start-paper-ms, 5641.069 ,120.62,,,2,,75,2022-06-20T23:36:16Z,2022-06-21T02:00:36Z,2022-06-21T03:35:35Z,SUCCEEDED,1879309,235955,40.435,40,32,30
u-ch427-n512-template-start-paper-ms-00, 5623.992 ,121.26,,,2,,75,2022-06-18T12:20:21Z,2022-06-18T12:36:56Z,2022-06-18T14:11:40Z,SUCCEEDED,1857539,223255,39.769,40,32,30
u-ch427-n512-template-start-paper-ms-x0-prec, 5636.252 ,122.43,,,2,,75,2022-07-02T21:24:24Z,2022-07-03T02:09:02Z,2022-07-03T03:44:15Z,SUCCEEDED,1949623,6593,40.292,40,32,30
u-ch427-n512-template-start-paper-ms-x0-prec-00, 5419.393 ,119.93,,,2,,75,2022-06-24T21:04:02Z,2022-06-24T21:14:52Z,2022-06-24T22:46:27Z,SUCCEEDED,1909439,142813,39.650,40,32,30
u-ch427-n512-template-start-paper-prec, 5512.149 ,118.33,,,2,,75,2022-06-20T22:54:45Z,2022-06-21T01:02:59Z,2022-06-21T02:35:44Z,SUCCEEDED,1878951,258915,39.106,40,32,30
u-ch427-n512-template-start-paper-prec-00, 5779.523 ,118.72,,,2,,75,2022-06-18T14:11:44Z,2022-06-18T20:50:32Z,2022-06-18T22:27:43Z,SUCCEEDED,1859857,181074,40.973,40,32,30
u-ch427-n512-template-start-paper-x0, 5177.915 ,116.61,,,2,,75,2022-06-20T22:54:15Z,2022-06-21T00:38:55Z,2022-06-21T02:06:47Z,SUCCEEDED,1878945,249649,36.247,40,32,30
u-ch427-n512-template-start-paper-x0-00, 5430.903 ,119.02,,,2,,75,2022-06-15T13:54:20Z,2022-06-15T13:55:23Z,2022-06-15T15:27:26Z,SUCCEEDED,1825973,65990,47.420,40,32,30
u-ch427-n512-template-start-paper-x0-prec, 5817.831 ,118.82,,,2,,75,2022-06-20T23:06:04Z,2022-06-21T01:43:00Z,2022-06-21T03:20:57Z,SUCCEEDED,1879051,210464,39.286,40,32,30
u-ch427-n512-template-start-paper-x0-prec-00, 5453.655 ,118.60,,,2,,75,2022-06-18T12:44:43Z,2022-06-18T20:32:06Z,2022-06-18T22:04:00Z,SUCCEEDED,1858028,239776,46.291,40,32,30
u-ch427-n512-template-start-paper-x5, 5467.897 ,117.75,,,2,,75,2022-06-20T22:54:33Z,2022-06-21T00:55:36Z,2022-06-21T02:28:16Z,SUCCEEDED,1878946,150780,46.259,40,32,30
u-ch427-n512-template-start-paper-x5-00, 5543.246 ,117.52,,,2,,75,2022-06-15T19:20:34Z,2022-06-16T01:02:41Z,2022-06-16T02:36:37Z,SUCCEEDED,1827873,9655,55.037,40,32,30
u-ch427-n512-xml-data, 4938.003 ,130.77,,,2,,75,2022-10-06T21:13:59Z,2022-10-06T21:32:02Z,2022-10-06T22:55:08Z,SUCCEEDED,2414673,114816,33.460,40,32,30
u-ch427-n96-paper-10-ens01,,,,,,,,,,,,,,,,,
