SUITE,TIME,INITIAL,TIME-INITIAL,TIME-INITIAL-TOOK1,ENSEMBLE,RESOLUTION,NODES,JOB_SUBMIT_TIME,JOB_INIT_TIME,JOB_EXIT_TIME,JOB_STATUS,JOB_ID,JOB_PID,TOOK,PROCX,PROCY,XIOS_NPROC
final-total-all-suites.csv,,,,,,,,,,,,,,,,,
mean,,,,,,,,,,,,,,,,,
ms,,,,,,,,,,,,,,,,,
n1280,,,,,,,,,,,,,,,,,
n216-ens,,,,,,,,,,,,,,,,,
n216-paper,,,,,,,,,,,,,,,,,
n512-ens,,,,,,,,,,,,,,,,,
n512-paper,,,,,,,,,,,,,,,,,
n96-ens,,,,,,,,,,,,,,,,,
n96-paper,,,,,,,,,,,,,,,,,
old-xml-scripts,,,,,,,,,,,,,,,,,
paper-pack,,,,,,,,,,,,,,,,,
scripts,,,,,,,,,,,,,,,,,
server,,,,,,,,,,,,,,,,,
stdev,,,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,
total,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-mpi-118, 1058.163 ,93.89,,,118,,475,2022-08-13T13:29:52Z,2022-08-13T23:42:31Z,2022-08-14T00:09:25Z,SUCCEEDED,2173639,220793,60.862,16,16,6
u-ch427-n96-start-paper-mpi-119, 1211.361 ,97.11,,,119,,479,2022-08-13T17:41:16Z,2022-08-14T08:28:13Z,2022-08-14T08:57:31Z,SUCCEEDED,2174064,135224,35.486,16,16,6
u-ch427-n96-start-paper-mpi-12, 76.185 ,16.70,,,12,,51,2022-08-10T23:38:28Z,2022-08-11T00:50:46Z,2022-08-11T00:52:54Z,SUCCEEDED,2162533,204468,0.861,16,16,6
u-ch427-n96-start-paper-mpi-120, 1258.019 ,109.05,,,120,,483,2022-08-13T13:29:54Z,2022-08-14T06:34:04Z,2022-08-14T07:04:20Z,SUCCEEDED,2173642,65725,22.935,16,16,6
u-ch427-n96-start-paper-mpi-13, 76.923 ,17.06,,,13,,55,2022-08-10T23:38:45Z,2022-08-11T00:43:34Z,2022-08-11T00:45:49Z,SUCCEEDED,2162534,51206,0.761,16,16,6
u-ch427-n96-start-paper-mpi-14, 81.592 ,16.83,,,14,,59,2022-08-10T23:38:55Z,2022-08-11T00:47:30Z,2022-08-11T00:49:49Z,SUCCEEDED,2162535,68695,0.998,16,16,6
u-ch427-n96-start-paper-mpi-15, 86.450 ,17.83,,,15,,63,2022-08-10T23:39:04Z,2022-08-11T00:40:52Z,2022-08-11T00:43:16Z,SUCCEEDED,2162536,47208,1.645,16,16,6
u-ch427-n96-start-paper-mpi-16, 89.338 ,17.83,,,16,,67,2022-08-10T23:45:17Z,2022-08-11T00:53:22Z,2022-08-11T00:56:10Z,SUCCEEDED,2162546,221308,1.978,16,16,6
u-ch427-n96-start-paper-mpi-17, 98.854 ,18.91,,,17,,71,2022-08-10T23:44:29Z,2022-08-11T00:52:42Z,2022-08-11T00:55:43Z,SUCCEEDED,2162545,65844,1.482,16,16,6
u-ch427-n96-start-paper-mpi-18, 102.369 ,18.59,,,18,,75,2022-08-10T23:55:48Z,2022-08-11T01:24:49Z,2022-08-11T01:27:56Z,SUCCEEDED,2162563,71228,3.238,16,16,6
u-ch427-n96-start-paper-mpi-19, 88.883 ,19.51,,,19,,79,2022-08-11T00:31:08Z,2022-08-11T01:28:32Z,2022-08-11T01:31:34Z,SUCCEEDED,2162608,141524,2.538,16,16,6
u-ch427-n96-start-paper-mpi-20, 107.191 ,19.99,,,20,,83,2022-08-11T00:31:21Z,2022-08-11T01:33:47Z,2022-08-11T01:37:00Z,SUCCEEDED,2162609,159804,3.739,16,16,6
u-ch427-n96-start-paper-mpi-21, 109.305 ,19.81,,,21,,87,2022-08-11T01:01:34Z,2022-08-11T01:47:36Z,2022-08-11T01:50:54Z,SUCCEEDED,2162647,34687,3.456,16,16,6
u-ch427-n96-start-paper-mpi-22, 134.053 ,36.35,,,22,,91,2022-08-11T01:01:41Z,2022-08-11T02:06:51Z,2022-08-11T02:10:35Z,SUCCEEDED,2162648,134486,1.758,16,16,6
u-ch427-n96-start-paper-mpi-23, 146.310 ,43.12,,,23,,95,2022-08-11T01:02:01Z,2022-08-11T02:19:45Z,2022-08-11T02:23:44Z,SUCCEEDED,2162649,136819,4.572,16,16,6
u-ch427-n96-start-paper-mpi-24, 147.622 ,43.46,,,24,,99,2022-08-11T01:02:11Z,2022-08-11T02:19:45Z,2022-08-11T02:23:46Z,SUCCEEDED,2162651,177117,4.850,16,16,6
u-ch427-n96-start-paper-mpi-25, 130.747 ,39.25,,,25,,103,2022-08-10T23:46:03Z,2022-08-11T01:41:18Z,2022-08-11T01:45:11Z,SUCCEEDED,2162549,118439,1.222,16,16,6
u-ch427-n96-start-paper-mpi-26, 149.361 ,39.55,,,26,,107,2022-08-10T23:46:13Z,2022-08-11T00:56:30Z,2022-08-11T01:00:56Z,SUCCEEDED,2162550,238858,5.586,16,16,6
u-ch427-n96-start-paper-mpi-27, 153.550 ,40.96,,,27,,111,2022-08-10T23:47:37Z,2022-08-11T01:46:14Z,2022-08-11T01:50:44Z,SUCCEEDED,2162551,179991,5.627,16,16,6
u-ch427-n96-start-paper-mpi-28, 164.317 ,43.19,,,28,,115,2022-08-11T00:28:00Z,2022-08-11T01:51:38Z,2022-08-11T01:56:21Z,SUCCEEDED,2162599,198223,2.804,16,16,6
u-ch427-n96-start-paper-mpi-29, 169.308 ,45.25,,,29,,119,2022-08-11T00:28:13Z,2022-08-11T01:51:38Z,2022-08-11T01:56:27Z,SUCCEEDED,2162600,52958,6.135,16,16,6
u-ch427-n96-start-paper-mpi-30, 159.080 ,41.38,,,30,,123,2022-08-11T00:28:18Z,2022-08-11T01:57:04Z,2022-08-11T02:01:48Z,SUCCEEDED,2162601,216415,4.880,16,16,6
u-ch427-n96-start-paper-mpi-31, 152.286 ,42.06,,,31,,127,2022-08-11T01:20:22Z,2022-08-11T02:24:30Z,2022-08-11T02:29:15Z,SUCCEEDED,2162843,154679,1.055,16,16,6
u-ch427-n96-start-paper-mpi-32, 172.551 ,41.20,,,32,,131,2022-08-11T01:20:35Z,2022-08-11T02:14:10Z,2022-08-11T02:19:08Z,SUCCEEDED,2162845,118217,1.819,16,16,6
u-ch427-n96-start-paper-mpi-33, 175.739 ,42.35,,,33,,135,2022-08-11T07:10:26Z,2022-08-11T15:20:14Z,2022-08-11T15:25:20Z,SUCCEEDED,2163453,5119,5.791,16,16,6
u-ch427-n96-start-paper-mpi-34, 173.247 ,45.82,,,34,,139,2022-08-11T02:02:13Z,2022-08-11T02:50:47Z,2022-08-11T02:55:49Z,SUCCEEDED,2162914,131226,3.939,16,16,6
u-ch427-n96-start-paper-mpi-35, 186.773 ,42.82,,,35,,143,2022-08-11T20:03:49Z,2022-08-11T20:05:29Z,2022-08-11T20:11:08Z,SUCCEEDED,2167276,189900,1.672,16,16,6
u-ch427-n96-start-paper-mpi-36, 189.582 ,42.16,,,36,,147,2022-08-11T20:04:02Z,2022-08-11T20:13:08Z,2022-08-11T20:18:49Z,SUCCEEDED,2167278,73665,7.997,16,16,6
u-ch427-n96-start-paper-mpi-37, 338.722 ,48.51,,,37,,151,2022-08-11T20:04:19Z,2022-08-11T20:43:06Z,2022-08-11T20:51:50Z,SUCCEEDED,2167284,159775,35.483,16,16,6
u-ch427-n96-start-paper-mpi-38, 194.942 ,44.14,,,38,,155,2022-08-11T20:04:40Z,2022-08-11T23:35:01Z,2022-08-11T23:40:52Z,SUCCEEDED,2167292,105957,1.192,16,16,6
u-ch427-n96-start-paper-mpi-39, 354.953 ,207.34,,,39,,159,2022-08-11T20:04:57Z,2022-08-11T23:56:54Z,2022-08-12T00:05:27Z,SUCCEEDED,2167294,89860,7.924,16,16,6
u-ch427-n96-start-paper-mpi-40, 208.012 ,45.76,,,40,,163,2022-08-11T20:05:23Z,2022-08-11T23:56:54Z,2022-08-12T00:03:02Z,SUCCEEDED,2167298,166148,1.442,16,16,6
u-ch427-n96-start-paper-mpi-41, 204.410 ,45.98,,,41,,167,2022-08-11T20:05:51Z,2022-08-11T23:49:21Z,2022-08-11T23:55:47Z,SUCCEEDED,2167301,146079,8.045,16,16,6
u-ch427-n96-start-paper-mpi-42, 217.087 ,48.10,,,42,,171,2022-08-11T20:06:06Z,2022-08-11T23:50:12Z,2022-08-11T23:56:32Z,SUCCEEDED,2167303,69829,5.161,16,16,6
u-ch427-n96-start-paper-mpi-43, 393.146 ,46.73,,,43,,175,2022-08-11T20:06:22Z,2022-08-12T00:28:48Z,2022-08-12T00:39:05Z,SUCCEEDED,2167305,141641,10.147,16,16,6
u-ch427-n96-start-paper-mpi-44, 224.267 ,46.78,,,44,,179,2022-08-14T01:32:14Z,2022-08-14T05:21:56Z,2022-08-14T05:28:26Z,SUCCEEDED,2174743,231355,2.840,16,16,6
u-ch427-n96-start-paper-mpi-45, 221.594 ,46.05,,,45,,183,2022-08-11T20:06:58Z,2022-08-11T23:41:28Z,2022-08-11T23:48:23Z,SUCCEEDED,2167306,125616,8.221,16,16,6
u-ch427-n96-start-paper-mpi-46, 238.779 ,49.87,,,46,,187,2022-08-11T20:07:26Z,2022-08-12T00:20:22Z,2022-08-12T00:27:27Z,SUCCEEDED,2167309,258698,2.488,16,16,6
u-ch427-n96-start-paper-mpi-47, 246.275 ,47.95,,,47,,191,2022-08-11T20:07:41Z,2022-08-12T00:21:06Z,2022-08-12T00:28:22Z,SUCCEEDED,2167310,228318,2.698,16,16,6
u-ch427-n96-start-paper-mpi-48, 311.591 ,110.01,,,48,,195,2022-08-11T20:08:13Z,2022-08-12T00:28:08Z,2022-08-12T00:36:11Z,SUCCEEDED,2167312,63933,2.807,16,16,6
u-ch427-n96-start-paper-mpi-49, 220.714 ,48.87,,,49,,199,2022-08-11T20:08:29Z,2022-08-12T00:39:21Z,2022-08-12T00:46:30Z,SUCCEEDED,2167314,8575,1.784,16,16,6
u-ch427-n96-start-paper-mpi-50, 333.368 ,112.12,,,50,,203,2022-08-11T20:08:50Z,2022-08-12T00:10:48Z,2022-08-12T00:19:36Z,SUCCEEDED,2167315,33769,3.028,16,16,6
u-ch427-n96-start-paper-mpi-51, 283.202 ,51.13,,,51,,207,2022-08-14T01:32:29Z,2022-08-14T05:29:07Z,2022-08-14T05:37:08Z,SUCCEEDED,2174745,251666,3.319,16,16,6
u-ch427-n96-start-paper-mpi-52, 298.458 ,52.32,,,52,,211,2022-08-11T20:09:29Z,2022-08-12T00:12:11Z,2022-08-12T00:20:27Z,SUCCEEDED,2167318,207256,3.462,16,16,6
u-ch427-n96-start-paper-mpi-53, 307.688 ,51.52,,,53,,215,2022-08-12T00:21:15Z,2022-08-12T01:44:12Z,2022-08-12T01:52:45Z,SUCCEEDED,2167884,121453,9.711,16,16,6
u-ch427-n96-start-paper-mpi-54, 331.128 ,53.38,,,54,,219,2022-08-14T05:44:09Z,2022-08-14T06:06:30Z,2022-08-14T06:15:49Z,SUCCEEDED,2174949,41337,16.426,16,16,6
u-ch427-n96-start-paper-mpi-55, 254.812 ,51.44,,,55,,223,2022-08-11T20:11:34Z,2022-08-12T00:03:24Z,2022-08-12T00:11:52Z,SUCCEEDED,2167323,185666,10.590,16,16,6
u-ch427-n96-start-paper-mpi-56, 354.898 ,52.57,,,56,,227,2022-08-11T20:51:59Z,2022-08-12T01:34:09Z,2022-08-12T01:43:53Z,SUCCEEDED,2167391,99931,9.901,16,16,6
u-ch427-n96-start-paper-mpi-57, 387.663 ,52.15,,,57,,231,2022-08-11T20:20:53Z,2022-08-12T01:23:25Z,2022-08-12T01:33:47Z,SUCCEEDED,2167339,148111,1.585,16,16,6
u-ch427-n96-start-paper-mpi-58, 365.361 ,52.66,,,58,,235,2022-08-14T08:44:42Z,2022-08-14T09:30:05Z,2022-08-14T09:40:13Z,SUCCEEDED,2175088,170662,6.459,16,16,6
u-ch427-n96-start-paper-mpi-59, 401.985 ,53.18,,,59,,239,2022-08-12T00:22:53Z,2022-08-12T01:53:14Z,2022-08-12T02:03:53Z,SUCCEEDED,2167889,142536,4.746,16,16,6
u-ch427-n96-start-paper-mpi-60, 416.978 ,66.39,,,60,,243,2022-08-12T06:28:30Z,2022-08-12T07:01:53Z,2022-08-12T07:12:47Z,SUCCEEDED,2168450,74489,4.558,16,16,6
u-ch427-n96-start-paper-mpi-61, 321.761 ,56.08,,,61,,247,2022-08-13T13:11:53Z,2022-08-13T16:35:00Z,2022-08-13T16:44:40Z,SUCCEEDED,2173533,59594,5.641,16,16,6
u-ch427-n96-start-paper-mpi-62, 452.299 ,58.37,,,62,,251,2022-08-12T06:28:33Z,2022-08-12T07:31:39Z,2022-08-12T07:43:14Z,SUCCEEDED,2168456,122400,4.889,16,16,6
u-ch427-n96-start-paper-mpi-63, 463.549 ,55.29,,,63,,255,2022-08-12T06:28:34Z,2022-08-12T07:58:51Z,2022-08-12T08:10:25Z,SUCCEEDED,2168462,27997,5.468,16,16,6
u-ch427-n96-start-paper-mpi-64, 454.225 ,57.70,,,64,,259,2022-08-12T06:28:32Z,2022-08-12T07:19:01Z,2022-08-12T07:31:01Z,SUCCEEDED,2168453,99665,10.487,16,16,6
u-ch427-n96-start-paper-mpi-65, 489.538 ,58.22,,,65,,263,2022-08-12T06:28:34Z,2022-08-12T07:16:28Z,2022-08-12T07:28:48Z,SUCCEEDED,2168461,213461,6.176,16,16,6
u-ch427-n96-start-paper-mpi-66, 500.911 ,70.92,,,66,,267,2022-08-12T13:06:18Z,2022-08-13T06:26:01Z,2022-08-13T06:38:54Z,SUCCEEDED,2170369,16181,6.148,16,16,6
u-ch427-n96-start-paper-mpi-67, 390.325 ,56.95,,,67,,271,2022-08-12T06:28:34Z,2022-08-12T07:15:54Z,2022-08-12T07:27:19Z,SUCCEEDED,2168460,140725,8.385,16,16,6
u-ch427-n96-start-paper-mpi-68, 554.957 ,59.80,,,68,,275,2022-08-12T13:05:47Z,2022-08-13T05:40:37Z,2022-08-13T05:54:30Z,SUCCEEDED,2170365,229003,7.059,16,16,6
u-ch427-n96-start-paper-mpi-69, 579.600 ,58.31,,,69,,279,2022-08-12T13:04:50Z,2022-08-13T05:05:19Z,2022-08-13T05:19:39Z,SUCCEEDED,2170336,156680,7.526,16,16,6
u-ch427-n96-start-paper-mpi-70, 472.689 ,61.60,,,70,,283,2022-08-12T13:03:48Z,2022-08-12T19:46:28Z,2022-08-12T19:59:14Z,SUCCEEDED,2170319,208350,22.205,16,16,6
u-ch427-n96-start-paper-mpi-71, 578.959 ,60.61,,,71,,287,2022-08-14T08:45:05Z,2022-08-14T08:58:01Z,2022-08-14T09:12:42Z,SUCCEEDED,2175089,231686,4.610,16,16,6
u-ch427-n96-start-paper-mpi-72, 591.224 ,68.74,,,72,,291,2022-08-12T06:28:32Z,2022-08-12T07:01:14Z,2022-08-12T07:15:53Z,SUCCEEDED,2168455,166480,11.571,16,16,6
u-ch427-n96-start-paper-mpi-73, 434.906 ,78.06,,,73,,295,2022-08-12T06:28:33Z,2022-08-12T07:01:53Z,2022-08-12T07:14:36Z,SUCCEEDED,2168457,38444,9.921,16,16,6
u-ch427-n96-start-paper-mpi-74, 604.730 ,60.10,,,74,,299,2022-08-12T06:28:31Z,2022-08-12T06:28:49Z,2022-08-12T06:44:07Z,SUCCEEDED,2168451,107161,10.202,16,16,6
u-ch427-n96-start-paper-mpi-75, 615.523 ,62.27,,,75,,303,2022-08-14T08:45:13Z,2022-08-14T09:13:32Z,2022-08-14T09:29:01Z,SUCCEEDED,2175090,217894,10.776,16,16,6
u-ch427-n96-start-paper-mpi-76, 593.123 ,61.97,,,76,,307,2022-08-12T06:28:36Z,2022-08-12T06:28:49Z,2022-08-12T06:45:02Z,SUCCEEDED,2168463,254355,26.836,16,16,6
u-ch427-n96-start-paper-mpi-77, 638.818 ,79.39,,,77,,311,2022-08-12T06:28:54Z,2022-08-12T06:44:44Z,2022-08-12T07:00:41Z,SUCCEEDED,2168464,157105,10.580,16,16,6
u-ch427-n96-start-paper-mpi-78, 647.552 ,62.59,,,78,,315,2022-08-12T06:29:07Z,2022-08-12T06:45:25Z,2022-08-12T07:01:32Z,SUCCEEDED,2168465,13805,10.232,16,16,6
u-ch427-n96-start-paper-mpi-79, 481.504 ,81.71,,,79,,319,2022-08-12T07:10:34Z,2022-08-12T08:24:11Z,2022-08-12T08:37:58Z,SUCCEEDED,2168581,241882,12.086,16,16,6
u-ch427-n96-start-paper-mpi-80, 678.372 ,68.49,,,80,,323,2022-08-12T06:45:51Z,2022-08-12T07:29:27Z,2022-08-12T07:46:07Z,SUCCEEDED,2168545,162693,11.808,16,16,6
u-ch427-n96-start-paper-mpi-81, 686.559 ,65.43,,,81,,327,2022-08-12T06:45:58Z,2022-08-12T07:46:32Z,2022-08-12T08:03:44Z,SUCCEEDED,2168546,190468,12.157,16,16,6
u-ch427-n96-start-paper-mpi-82, 613.679 ,83.98,,,82,,331,2022-08-12T07:16:10Z,2022-08-12T08:38:52Z,2022-08-12T08:54:50Z,SUCCEEDED,2168593,187893,25.945,16,16,6
u-ch427-n96-start-paper-mpi-83, 715.871 ,81.44,,,83,,335,2022-08-12T07:16:24Z,2022-08-12T10:46:18Z,2022-08-12T11:05:07Z,SUCCEEDED,2168594,34257,12.276,16,16,6
u-ch427-n96-start-paper-mpi-84, 729.681 ,81.80,,,84,,339,2022-08-12T07:16:40Z,2022-08-12T08:55:13Z,2022-08-12T09:13:14Z,SUCCEEDED,2168595,157535,12.521,16,16,6
u-ch427-n96-start-paper-mpi-85, 518.985 ,69.38,,,85,,343,2022-08-12T07:16:58Z,2022-08-12T11:19:45Z,2022-08-12T11:35:06Z,SUCCEEDED,2168596,180805,14.216,16,16,6
u-ch427-n96-start-paper-mpi-86, 755.484 ,85.72,,,86,,347,2022-08-12T07:17:12Z,2022-08-12T08:11:39Z,2022-08-12T08:30:30Z,SUCCEEDED,2168597,209644,12.875,16,16,6
u-ch427-n96-start-paper-mpi-87, 782.720 ,84.39,,,87,,351,2022-08-12T07:17:18Z,2022-08-12T08:04:35Z,2022-08-12T08:23:35Z,SUCCEEDED,2168598,215333,14.386,16,16,6
u-ch427-n96-start-paper-mpi-88, 756.456 ,69.27,,,88,,355,2022-08-12T07:17:36Z,2022-08-12T11:35:56Z,2022-08-12T11:54:33Z,SUCCEEDED,2168599,179788,11.161,16,16,6
u-ch427-n96-start-paper-mpi-89, 785.740 ,85.47,,,89,,359,2022-08-12T07:47:52Z,2022-08-12T17:47:58Z,2022-08-12T18:07:28Z,SUCCEEDED,2168762,151360,15.286,16,16,6
u-ch427-n96-start-paper-mpi-90, 799.151 ,86.54,,,90,,363,2022-08-12T13:06:49Z,2022-08-12T20:21:14Z,2022-08-12T20:41:06Z,SUCCEEDED,2170375,257755,16.101,16,16,6
u-ch427-n96-start-paper-mpi-91, 558.060 ,87.57,,,91,,367,2022-08-12T13:06:59Z,2022-08-13T04:48:30Z,2022-08-13T05:04:42Z,SUCCEEDED,2170377,131154,16.655,16,16,6
u-ch427-n96-start-paper-mpi-92, 820.543 ,84.20,,,92,,371,2022-08-12T13:07:13Z,2022-08-13T05:19:58Z,2022-08-13T05:40:10Z,SUCCEEDED,2170379,180156,15.296,16,16,6
u-ch427-n96-start-paper-mpi-93, 852.873 ,85.33,,,93,,375,2022-08-12T13:07:25Z,2022-08-13T05:54:46Z,2022-08-13T06:15:36Z,SUCCEEDED,2170381,252163,15.383,16,16,6
u-ch427-n96-start-paper-mpi-94, 708.237 ,85.04,,,94,,379,2022-08-12T13:07:38Z,2022-08-12T20:01:36Z,2022-08-12T20:20:22Z,SUCCEEDED,2170383,231775,40.192,16,16,6
u-ch427-n96-start-paper-mpi-95, 857.945 ,88.33,,,95,,383,2022-08-12T13:07:51Z,2022-08-12T20:40:12Z,2022-08-12T21:01:26Z,SUCCEEDED,2170385,31270,14.282,16,16,6
u-ch427-n96-start-paper-mpi-96, 864.864 ,85.61,,,96,,387,2022-08-12T13:08:01Z,2022-08-12T20:41:36Z,2022-08-12T21:03:03Z,SUCCEEDED,2170387,23514,14.773,16,16,6
u-ch427-n96-start-paper-mpi-97, 677.876 ,87.80,,,97,,391,2022-08-12T13:08:13Z,2022-08-13T06:15:53Z,2022-08-13T06:35:06Z,SUCCEEDED,2170388,212634,20.670,16,16,6
u-ch427-n96-start-paper-mpi-98, 906.808 ,87.32,,,98,,395,2022-08-12T13:08:27Z,2022-08-13T06:39:10Z,2022-08-13T07:01:25Z,SUCCEEDED,2170391,39637,21.083,16,16,6
u-ch427-n96-start-paper-mpi-99, 907.062 ,88.08,,,99,,399,2022-08-12T13:08:38Z,2022-08-13T21:15:37Z,2022-08-13T21:38:27Z,SUCCEEDED,2170392,167953,17.218,16,16,6
u-ch427-n96-start-paper-mpi-io-01, 67.178 ,12.93,,,1,,7,2022-09-05T20:52:58Z,2022-09-05T20:53:17Z,2022-09-05T20:54:39Z,SUCCEEDED,2281113,192731,0.594,16,16,6
u-ch427-n96-start-paper-mpi-io-02, 70.309 ,14.07,,,2,,11,2022-09-05T20:53:11Z,2022-09-05T20:53:51Z,2022-09-05T20:55:19Z,SUCCEEDED,2281114,207217,0.606,16,16,6
u-ch427-n96-start-paper-mpi-io-03, 69.825 ,12.91,,,3,,15,2022-09-05T20:53:28Z,2022-09-05T20:53:51Z,2022-09-05T20:55:21Z,SUCCEEDED,2281116,226179,0.694,16,16,6
u-ch427-n96-start-paper-mpi-io-04, 76.445 ,15.05,,,4,,19,2022-09-05T20:53:44Z,2022-09-05T20:54:27Z,2022-09-05T20:56:06Z,SUCCEEDED,2281118,121871,0.639,16,16,6
u-ch427-n96-start-paper-mpi-io-05, 82.012 ,14.58,,,5,,23,2022-09-05T20:53:57Z,2022-09-05T20:54:27Z,2022-09-05T20:56:32Z,SUCCEEDED,2281120,259197,0.974,16,16,6
u-ch427-n96-start-paper-mpi-io-06, 83.922 ,17.40,,,6,,27,2022-09-05T20:54:17Z,2022-09-05T20:55:03Z,2022-09-05T20:57:09Z,SUCCEEDED,2281122,59968,0.672,16,16,6
u-ch427-n96-start-paper-mpi-io-07, 83.405 ,14.50,,,7,,31,2022-09-05T20:54:31Z,2022-09-05T20:55:03Z,2022-09-05T20:57:12Z,SUCCEEDED,2281125,74733,1.485,16,16,6
u-ch427-n96-start-paper-mpi-io-08, 85.588 ,14.32,,,8,,35,2022-09-05T20:54:44Z,2022-09-05T20:55:03Z,2022-09-05T20:57:16Z,SUCCEEDED,2281127,43609,1.423,16,16,6
u-ch427-n96-start-paper-mpi-io-09, 87.090 ,15.16,,,9,,39,2022-09-05T20:54:58Z,2022-09-05T20:55:36Z,2022-09-05T20:57:55Z,SUCCEEDED,2281129,219310,0.731,16,16,6
u-ch427-n96-start-paper-mpi-io-10, 87.736 ,19.36,,,10,,43,2022-09-05T20:55:13Z,2022-09-05T20:55:36Z,2022-09-05T20:57:56Z,SUCCEEDED,2281130,189351,0.726,16,16,6
u-ch427-n96-start-paper-mpi-io-100, 252.072 ,121.72,,,100,,543,2022-09-06T09:50:02Z,2022-09-06T19:15:52Z,2022-09-06T19:25:31Z,SUCCEEDED,2283182,248301,3.563,16,16,286
u-ch427-n96-start-paper-mpi-io-101, 305.303 ,185.88,,,101,,547,2022-09-06T09:50:38Z,2022-09-06T19:46:34Z,2022-09-06T19:56:35Z,EXIT,2283187,75113,3.190,16,16,286
u-ch427-n96-start-paper-mpi-io-102, 294.624 ,167.89,,,102,,551,2022-09-06T09:51:09Z,2022-09-06T19:57:25Z,2022-09-06T20:07:16Z,EXIT,2283193,101148,3.486,16,16,286
u-ch427-n96-start-paper-mpi-io-103, 255.485 ,125.86,,,103,,555,2022-09-06T09:51:28Z,2022-09-06T19:03:29Z,2022-09-06T19:13:10Z,SUCCEEDED,2283196,221769,2.890,16,16,286
u-ch427-n96-start-paper-mpi-io-104, 222.871 ,117.96,,,104,,559,2022-09-10T07:11:58Z,2022-09-10T18:41:34Z,2022-09-10T18:50:45Z,SUCCEEDED,2302838,137235,2.985,16,16,286
u-ch427-n96-start-paper-mpi-io-105, 223.870 ,118.72,,,105,,563,2022-09-10T07:11:59Z,2022-09-10T08:41:09Z,2022-09-10T08:50:19Z,SUCCEEDED,2302839,103127,2.772,16,16,286
u-ch427-n96-start-paper-mpi-io-106, 227.484 ,118.89,,,106,,567,2022-09-10T01:11:48Z,2022-09-10T07:19:29Z,2022-09-10T07:29:03Z,SUCCEEDED,2302188,229450,2.676,16,16,286
u-ch427-n96-start-paper-mpi-io-107, 228.628 ,121.50,,,107,,571,2022-09-10T07:12:00Z,2022-09-10T18:54:51Z,2022-09-10T19:04:24Z,SUCCEEDED,2302842,163818,3.185,16,16,286
u-ch427-n96-start-paper-mpi-io-108, 225.480 ,120.03,,,108,,575,2022-09-10T01:11:48Z,2022-09-10T07:38:23Z,2022-09-10T07:47:41Z,SUCCEEDED,2302189,8842,2.741,16,16,286
u-ch427-n96-start-paper-mpi-io-109, 232.133 ,124.34,,,109,,579,2022-09-10T07:12:00Z,2022-09-10T08:31:06Z,2022-09-10T08:40:45Z,SUCCEEDED,2302841,76558,2.791,16,16,286
u-ch427-n96-start-paper-mpi-io-11, 98.176 ,28.88,,,11,,61,2022-09-05T20:55:31Z,2022-09-05T20:56:10Z,2022-09-05T20:58:31Z,SUCCEEDED,2281131,166037,2.369,16,16,34
u-ch427-n96-start-paper-mpi-io-110, 235.115 ,121.37,,,110,,583,2022-09-19T19:46:18Z,2022-09-20T03:30:37Z,2022-09-20T03:39:41Z,SUCCEEDED,2337873,74967,2.815,16,16,286
u-ch427-n96-start-paper-mpi-io-111, 329.743 ,184.89,,,111,,601,2022-09-06T20:10:32Z,2022-09-06T22:10:15Z,2022-09-06T22:20:09Z,EXIT,2286295,241381,4.666,16,16,314
u-ch427-n96-start-paper-mpi-io-112, 321.533 ,183.58,,,112,,605,2022-09-06T20:10:40Z,2022-09-06T22:54:30Z,2022-09-06T23:04:26Z,EXIT,2286296,35799,4.165,16,16,314
u-ch427-n96-start-paper-mpi-io-113, 281.991 ,145.36,,,113,,609,2022-09-20T00:24:24Z,2022-09-20T04:13:02Z,2022-09-20T04:23:39Z,SUCCEEDED,2338531,48767,2.863,16,16,314
u-ch427-n96-start-paper-mpi-io-114, 299.201 ,130.73,,,114,,613,2022-09-10T12:07:19Z,2022-09-10T20:44:32Z,2022-09-10T20:54:36Z,EXIT,2303820,34557,2.882,16,16,314
u-ch427-n96-start-paper-mpi-io-115, 243.236 ,131.09,,,115,,617,2022-09-10T12:07:07Z,2022-09-10T20:33:46Z,2022-09-10T20:43:21Z,SUCCEEDED,2303818,32785,2.883,16,16,314
u-ch427-n96-start-paper-mpi-io-116, 278.984 ,133.09,,,116,,621,2022-09-19T23:26:16Z,2022-09-20T04:01:57Z,2022-09-20T04:12:32Z,SUCCEEDED,2338379,21341,3.450,16,16,314
u-ch427-n96-start-paper-mpi-io-117, 244.823 ,132.63,,,117,,625,2022-09-10T07:12:00Z,2022-09-10T19:27:13Z,2022-09-10T19:37:08Z,EXIT,2302840,193216,3.414,16,16,314
u-ch427-n96-start-paper-mpi-io-118, 259.870 ,146.86,,,118,,629,2022-09-19T19:46:23Z,2022-09-20T03:51:21Z,2022-09-20T04:01:16Z,SUCCEEDED,2337882,254777,3.778,16,16,314
u-ch427-n96-start-paper-mpi-io-119, 416.201 ,261.86,,,119,,633,2022-09-30T10:12:55Z,2022-09-30T10:13:08Z,2022-09-30T10:25:40Z,SUCCEEDED,2387104,2997,3.348,16,16,314
u-ch427-n96-start-paper-mpi-io-12, 95.469 ,28.40,,,12,,65,2022-09-05T20:55:53Z,2022-09-05T20:56:10Z,2022-09-05T20:58:29Z,SUCCEEDED,2281133,174593,0.950,16,16,34
